Title,Category,Url,Image,Author,Description,Date,Page,label
lantik pppk jafung kominfo targetkan peningkatan kinerja kompetensi,Berita Kominfo,https://www.kominfo.go.id/content/detail/55101/lantik-88-pppk-dan-12-jafung-kominfo-targetkan-peningkatan-kinerja-dan-kompetensi/0/berita_satker,https://web.kominfo.go.id/sites/default/files/Kominfo-Karowai-Pelantikan-PPPK-2023-Jafung-Setjen-AYH-1.jpg,Erbi,jakarta barat kominfo kepala biro kepegawaian sekretariat jender kementerian komunikasi informatika imam suwandi melantik orang pegawai pemerintah perjanjian kerja pppk formasi kepala bko setjen kementerian kominfo menginstruksikan pegawai pppk kinerja melaksanakan tuga dipercayakan saudara resmi asn kementerian kominfo tunjukkan kinerja saudara orang terpilih pelantikan pengambilan sumpahjanji jabatan pppk jabatan fungsion kementerian kominfo aula pusat pendidikan pelatihan badan pengembangan sumber daya manusia kementerian kominfo jakarta barat jumat imam suwandi prose pppk menjalani te kepala bko setjen kementerian kominfo mengharapkan pppk dilantik memahami jabatan tanggung melaksanakan tuga profesion pelajari halhal aktualisasi tingkatkan prestasi hindari bentuk penyimpangan berdampak negatif keluarga lingkungan kerja masyarakat lua bekerjalah sesuai tuga pokok fungsi saudarasaudara kepala biro imam suwandi berharap pppk mematuhi mengikuti peraturan ketentuan menumbuhkan kedisiplinan eto kerja kehadiran saudara warna aura positif satuan kerja saudara kepala bko setjen kementerian kominfo pelantikan pppk menjalani pendidikan pelatihan diklatnya tekni tingkat fisik siapsiap pengambilan sumpah pppk kepala biro imam suwandi melantik orang pegawai negeri pejabat fungsion pranata komput pengendali frekuensi radio anali sdm aparatur pamong budaya pejabat fungsion dilantik kepala bko setjen kementerian kominfo mengharapkan menjalankan tuga menduduki jabatan mudah melewati prose melewati test uji kompetensi formasi kepala biro imam suwandi menerapkan core valu asn berakhlak bangga melayani menjaga core valu sungguhsungguh kepala bko setjen kementerian kominfo pegawai dilantik aktif meningkatkan kompetensi mengubah mindset menghadapi tantangan kepala biro imam suwadni mengharapkan pegawai profesion mandiri sepenuh hati disiplin menaati peraturan perundangundangan jabatan sekedar jabatan dibarengi kemampuan saudarasaudara temanteman teruslah berinovasi berkoordinasi tim kerja pungkasnya,03-2024,10,1
berita foto kunjungan kerja barcelona menkominfo tanah air,Berita Kominfo,https://www.kominfo.go.id/content/detail/55099/berita-foto-kunjungan-kerja-di-barcelona-berakhir-menkominfo-kembali-ke-tanah-air/0/berita_satker,https://web.kominfo.go.id/sites/default/files/Kominfo-Karowai-Pelantikan-PPPK-2023-Jafung-Setjen-AYH-1.jpg,PeyHS,none,03-2024,10,1
berita foto menkominfo audiensi diaspora indonesia barcelona,Berita Kominfo,https://www.kominfo.go.id/content/detail/55072/berita-foto-menkominfo-audiensi-dengan-diaspora-indonesia-di-barcelona/0/berita_satker,https://web.kominfo.go.id/sites/default/files/WhatsApp%20Image%202024-03-01%20at%2023.55.44.jpeg,PeyHS,barcelona kominfo menteri komunikasi informatika budi ari setiado bertemu makan malam diaspora indonesia kunjungan kerjanya barcelona spanyol selasa sambutannya menteri budi ari mendorong diaspora indonesia spanyol sumbangsih indonesia menurutnya pemikiran masukan diaspora memiliki arti indonesia bergerak maju warna kemajuan dunia menkominfo berharap diaspora indonesia berkontribusi kepentingan nasion aktif menteri budi ari mengusulkan aksi nation call mengoordinasikan diaspora kepentingan nasion pertemuan diaspora indonesia hadir menerima buku biografi jokowi mewujudkan mimpi indonesia diterjemahkan bahasa spanyol judul jokowi hace realidad el sueno de indonesia comprend el desarrollo basado en el carcter y lo valor humano pertemuan diaspora indonesia hadir menerima buku biografi jokowi mewujudkan mimpi indonesia diterjemahkan bahasa spanyol judul jokowi hace realidad el sueno de indonesia comprend el desarrollo basado en el carcter y lo valor humano,02-2024,10,1
berita foto menkominfo hadiri mobil world congress,Berita Kominfo,https://www.kominfo.go.id/content/detail/55030/berita-foto-menkominfo-hadiri-mobile-world-congress-2024/0/berita_satker,https://web.kominfo.go.id/sites/default/files/WhatsApp%20Image%202024-02-28%20at%2007.49.12%20(1).jpeg,PeyHS,lawatan spanyol menteri komunikasi informatika budi ari setiadi menghadiri mobil world congress mwc pameran teknolog telekomunikasi terbesar tanggal sd februari mwc perhelatan dunia mempertemukan pelaku industri komunikasi selul global produsen perangkat penyedia teknolog vendor pemilik konten komunita antusia teknolog telekomunikasi mwc pameran dagang tahunan diselenggarakan global system for mobil commun associ gsma februari menkominfo budi ari setiadi didampingi duta republik indonesia kerajaan spanyol muhammad najib berkelil beragam teknolog terbaru dipamerkan mobil world congress menkominfo selamat keberhasilan telkomsel meraih penghargaan ookla speedtest award gelar best mobil coverag fastest mobil network gelar best mobil network kali berturutturut ookla perusahaan global mengukur kecepatan performa jaringan internet penyedia layanan internet dunia hasil pengukuran analisi ookla speedtest award period juli desemb penghujung kunjungannya menkominfo budi ari setiadi didampingi duta ri spanyol muhammad najib dirjen sumber daya perangkat po informatika sdppi kementerian kominfo ismail dirjen penyelenggara po informatika kementerian kominfo wayan toni supriyanto menyaksikan penandatangan telkom googl mwc mobil world congress mwc barcelona spanyol selasa,02-2024,10,1
berita foto barcelona menkominfo lawatan spanyol,Berita Kominfo,https://www.kominfo.go.id/content/detail/55008/berita-foto-tiba-di-barcelona-menkominfo-mulai-lawatan-ke-spanyol/0/berita_satker,https://web.kominfo.go.id/sites/default/files/WhatsApp%20Image%202024-02-28%20at%2008.28.46%20(1).jpeg,PeyHS,barcelona kominfo menteri komunikasi informatika budi ari setiadi barcelonael prat spanyol senin lawatan spanyol menteri budi ari menghadiri mobil world congress mwc bertemu diaspora indonesia pertemuan bilater intern telecommun union kedatangan menkominfo disambut duta republik indonesia kerajaan spanyol muhammad najib dube muhammad najib mengapresiasi upaya menteri budi ari mengembangkan telekomunikasi indonesia menkominfo mengikuti jamuan makan malam disiapkan indonesian trade promot center itpc kementerian perdagangan barcelona jamuan hadir duta ri china djauhari oratmangun dube ri kerajaan spanyol muhammad najib jamuan makan malam ciri kha budaya indonesia dipertahankan perwakilan indonesia negeri jamuan hadir jajaran pejabat kedutaan ri spanyol pimpinan redaksi media nasion jamuan makan malam menteri budi ari didampingi direktur jender sumber daya perangkat po informatika kementerian kominfo ismail direktur jender penyelenggaraan po informatika kementerian kominfo wayan toni supriyanto staf khusu menteri kominfo sugiharto sarwoto atmosutarno,02-2024,10,1
mobilisasi taruna stin pemilu,Berita Kominfo,https://www.kominfo.go.id/content/detail/54789/awas-hoaks-mobilisasi-taruna-stin-dalam-pemilu-2024/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-mobilisasi-taruna-stin-pemilu-2024_0.jpg,doni003,jakarta pusat kominfo beredar informasi perbincangan warganet jejar media sosial konon informasi menyebut mobilisasi tarunataruni sekolah intelijen negara stin memilih pemilihan pemilu hasil penelusuran tim ai kementerian komunikasi informatika menemukan fakta liputancom informasi dibantah langsung stin penjelasan resmi taruna stin memiliki hak pilih sesuai undangundang taruna stin terdaftar daftar pemilih dpt daerah masingmas menjalani tuga belajar pulang domisili menguru pindah domisili pemilih kampu koordinasi komisi pemilihan kpu kabupaten bogor taruna stin diperbolehkan pindah domisili pemilih bogor stin melaksanakan hak konstitusion hak pilihnya operasi intelijen dituduhkan laporan hariann isu disinformasi misinformasi diidentifikasi tim ai kemeneterian kominfo kami,02-2024,11,1
peringatan thailand vaksin covid picu kanker tumor otak,Berita Kominfo,https://www.kominfo.go.id/content/detail/54773/peringatan-thailand-soal-vaksin-covid-19-picu-kanker-dan-tumor-otak-itu-hoaks/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-mobilisasi-taruna-stin-pemilu-2024_0.jpg,srii003,jakarta pusat kominfo beredar konten unggahan media sosial facebook berisi tangkapan layar artikel the peopl voic konon artikel mengklaim negara thailand peringatan bahaya vaksinasi covid kanker tumor otak salah unggahan narasi thailand mengeluarkan peringatan vaksinasi covid menyebabkan kanker tumor otak disertai tautan laman the peopl voic faktanya klaim beredar hasil identifikasi tim ai kementerian komunikasi informatika menemukan kompascom laman the peopl voic memiliki rekam jejak penyebar disinformasi media sosial laman memiliki kredibilita rendah bia sisi uji klini kajian vaksinasi covid disetujui world health organ who risiko kanker tumor otak ditemukan pemberitaan kredibel terkait negara thailand peringatan bahaya vaksinasi covid kanker tumor otak laporan harian isu disinformasi didentifikasi tim ai kementerian kominfo rabu,02-2024,11,1
nomor urut pasangan capr cawapr berganti,Berita Kominfo,https://www.kominfo.go.id/content/detail/54761/awas-hoaks-nomor-urut-pasangan-capres-dan-cawapres-berganti/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-thailand-peringatkan-vaksinasi-covid-19-sebabkan-kanker-dan-tumor-otak_0.jpg,doni003,jakarta pusat kominfo beredar konten unggahan video media sosial tiktok berisi klaim perubahan nomor urut pasangan calon presiden capr calon wakil presiden cawapr surat suara pemilihan presiden pilpr konon video pasangan ani baswedanmuhaimin iskandar nomor urut pasangan ganjar pranowomahfud md nomor urut pasangan prabowo subiantogibran rakabum raka nomor urut hasil penelusuran tim ai kementerian komunikasi informatika menemukan fakta klaim unggahan video fakta terverifikasi laporan cekfaktatempoco video pasangan capr cawapr ganjar pranowomahfud md nomor urut prabowo subiantogibran rakabum raka nomor urut hasil suntingan seragam ganjar pranowomahfud md komisi pemilihan kpu merili desain final surat suara pilpr menempatkan pasangan ani baswedanmuhaimin iskandar nomor urut pasangan prabowo subiantogibran rakabum raka nomor urut pasangan ganjar pranowomahfud md nomor urut laporan disinformasi misinformasi diidentifikasi tim ai kementerian kominfo selasa,02-2024,11,1
kpu keluarkan undangan fisik pemilih,Berita Kominfo,https://www.kominfo.go.id/content/detail/54747/kpu-tak-lagi-keluarkan-undangan-fisik-untuk-pemilih-itu-hoaks/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-nomor-urut-pasangan-capres-dan-cawapres-pada-surat-suara-ganti_0.jpg,srii003,jakarta pusat kominfo beredar konten unggahan media sosial facebook berisi informasi komisi pemilihan kpu undangan fisik mencoblo pemilihan pemilu hasil penelusuran tim ai kementerian komunikasi informatika menemukan fakta liputancom klaim kpu undangan fisik mencoblo pemilu faktanya komision kpu idham holik pesan berantai beredar menyebut kpu undangan fisik mencoblo disinformasi laporan harian isu disinformasi didentifikasi tim ai kementerian kominfo senin,02-2024,11,1
beredar hasil exit poll pilpr negeri,Berita Kominfo,https://www.kominfo.go.id/content/detail/54723/beredar-hasil-exit-poll-pilpres-2024-di-luar-negeri-itu-hoaks/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-kpu-tidak-lagi-keluarkan-undangan-fisik-untuk-mencoblos-dalam-pemilu-2024_0.jpg,doni003,jakarta pusat kominfo beredar konten unggahan foto media sosial xtwitter menampilkan hasil perhitungan exit poll pemilihan presiden pilpr negeri hasil rekapitulasi pemungutan suara australia hongkong arab saudi timur eropa non uk amerika selatan amerika serikat timor lest konon hasil perhitungan pilpr negeri pasangan calon presiden capr calon wakil presiden cawapr ganjar prabowomahfud md unggul australia hongkong eropa nonuk amerika timor lest pasangan ani baswedanmuhaimin iskandar unggul arab saudi timur hasil penelusuran tim ai kementerian komunikasi informatika menemukan fakta komision komisi pemilihan kpu idham holik informasi diklaim unggahan foto beredar ketua kpu hasyim asyari kpu melarang hasil exit poll survei terkait pemilu tenang merujuk peraturan kpu nomor tahapan jadwal penyelenggaraan pemilihan tenang pemilu minggu februari laporan harian isu disinformasi misinformasi diidentifikasi tim ai kementerian kominfo minggu,02-2024,11,1
dirjen ikp kominfo jadikan pemilu momentum perkuat persatuan,Berita Kominfo,https://www.kominfo.go.id/content/detail/54721/dirjen-ikp-kominfo-jadikan-pemilu-2024-momentum-perkuat-persatuan/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-dirjen-ikp-usman-kansong-ayh-1.jpg,Yusuf,jakarta pusat kominfo kementerian komunikasi informatika mengimbau masyarakat memenuhi syarat memilih terdaftar daftar pemilih dpt memanfaatkan tenang jelang pencoblosan februari memantapkan pilihan masingmas direktur jender informasi komunikasi publik kementerian kominfo usman kansong menekankan pemilihan pemilu serentak momentum memperkuat persatuan kesatuan tenang jelang rabu memikirkan pilihan momentum menjaga persatuan bangsa jakarta pusat minggu dirjen usman kansong lapisan masyarakat memiliki tanggung menjaga nama indonesia negara demokrati pelaksanaan pemilu aman kondusif tinggal memasuki tenang kesempatan masyarakat menentukan pilihan menjaga suasana kondusif persiapkan tp februari dirjen ikp kementerian kominfo mengimbaui masyarakat informasi pemilu kanalkan dipertanggungjawabkan kebenarannya kementerian kominfo menyediakan informasi buku elektronik httpssidpemiludamaipedia buku masyarakat terhindar banyaknya informasi keliru simpang siur senada anggota komisi pemilihan kpu ri yulianto sudrajat kesempatan terpisah yulianto elemen bangsa bersamasama mengedepankan integrita bangsa politik masuki tenang februari tanggung menjaga suasana damai jelang pesta demokrasi yulianto lupa mengajak rakyat indonesia memenuhi syarat terdaftar dpt berbondongbondong pemungutan suara tp mari bersamasama jadikan pemilu ikhtiar menjaga persatuan penguat integrasi bangsa lupa tp rabu februari memilih presiden wakil presiden pemilu serentak februari memilih anggota legislatif dewan perwakilan rakyat dpr dewan perwakilan rakyat daerah dprd provinsi kabupatenkota dewan perwakilan daerah dpd,02-2024,12,1
hasil perolehan pilpr dapil negeri,Berita Kominfo,https://www.kominfo.go.id/content/detail/54717/awas-hoaks-hasil-perolehan-sementara-pilpres-2024-dapil-luar-negeri/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-dirjen-ikp-usman-kansong-ayh-1.jpg,srii003,jakarta pusat kominfo beredar konten unggahan video media sosial tiktok menampilkan hasil perolehan pemungutan suara pemilihan presiden pilpr enam negara malaysia korea selatan jepang arab saudi taiwan konon hasil perolehan pemungutan suara calon presiden capr calon wakil presiden cawapr prabowo subiantogibran rakabum raka unggul dibandingkan pasangan calon paslon faktanya unggahan video menampilkan hasil perolehan pemungutan suara enam negara hasil penelusuran tim ai kementerian komunikasi informatika menemukan fakta antaranewscom ketua komisi pemilihan kpu hasyim asyari keterangan resmi membantah publikasi hasil perolehan suara pemilu negeri hasyim asyari pemungutan suara negeri penghitungan suara negeri bersamaan negeri februari pencoblosan ditutup wib laporan harian isu disinformasi didentifikasi tim ai kementerian kominfo sabtu,02-2024,12,1
pemilu undangan fisik,Berita Kominfo,https://www.kominfo.go.id/content/detail/54707/pemilu-2024-tak-gunakan-undangan-fisik-itu-hoaks/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-hasil-perolehan-sementara-pilpres-2024-di-luar-negeri-sebelum-14-februari_0.jpg,doni003,jakarta pusat kominfo jejar media sosial beredar informasi perbincangan warganet konon informasi berisi menyalurkan suara pemilihan pemilu surat undangan fisik hasil penelusuran tim ai kementerian komunikasi informatika menemukan fakta kompascom komision kpu ri idham holik membantah surat pemberitahuan undangan fisik pemilih pemilu surat pemberitahuan formulir model c pemberitahuan kpu dikirimkan kelompok penyelenggara pemungutan suara kpp kpp membagikan formulir model c pemberitahuan lambat pemungutan suara komision idham pemilih menyalurkan suaranya pemungutan suara tp wajib membawa formulir model c pemberitahuan undangan memilih ktp elektronik petuga kpp laporan disinformasi misinformasi diidentifikasi tim ai kementerian kominfo jumat,02-2024,12,1
kontrol penyakit who lakukan pengawasan,Berita Kominfo,https://www.kominfo.go.id/content/detail/54677/awas-hoaks-kontrol-penyakit-who-lakukan-pengawasan/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-pemilu-2024-sudah-tidak-gunakan-undangan-fisik_0.jpg,srii003,jakarta pusat kominfo beredar informasi media sosial facebook organisasi kesehatan dunia who menyerukan peningkatan pengawasan mengontrol penyakit orang dunia faktanya klaim beredar hasil penelusuran tim ai kementerian komunikasi informatika menemukan fakta kompascom informasi beredar informasi keliru organisasi kesehatan dunia merekomendasikan penguatan pengawasan kesehatan masyarakat pengawasannya bersifat individu negara memiliki sistem pengawasan masingmas memiliki kewenangan masingmas rekomendasi who laporan harian isu disinformasi didentifikasi tim ai kementerian kominfo kami,02-2024,12,1
komput penyebar konten misinformasi dinonaktifkan,Berita Kominfo,https://www.kominfo.go.id/content/detail/54664/komputer-penyebar-konten-misinformasi-dinonaktifkan-awas-hoaks/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-who-melakukan-pengawasan-untuk-mengontrol-penyakit-semua-orang_0.jpg,doni003,jakarta pusat kominfo beredar unggahan informasi media sosial facebook microsoft menonaktifkan komput kerap menyebar konten antimainstream mencegah penyebaran misinformasi pemilihan pemilu serentak konon unggahan narasi microsoft mengumumkan rencana menonaktifkan komput orangorang berbagi konten nonmainstream onlin upaya memerangi misinformasi menjelang pemilu hasil penelusuran tim ai kementerian komunikasi informatika menemukan fakta kompascom klaim beredar ditemukan pemberitaan sumber kredibel penonaktifan komput kerap menyebar konten antimainstream mencegah sebaran misinformasi pemilu sumber narasi unggahanunggahan beras salah situ bia berkredibilita rendah situ kerap menerbitkan artikel berisi konspirasi propaganda laporan harian isu disinformasi misinformasi diidentifikasi tim ai kementerian kominfo rabu,02-2024,12,1
file undangan pemilu dpt wa,Berita Kominfo,https://www.kominfo.go.id/content/detail/54644/file-undangan-pemilu-dpt-lewat-wa-awas-hoaks/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-file-undangan-pemilu-daftar-pemilih-tetap-dpt_0.jpg,srii003,jakarta pusat kominfo beredar platform pesan instan whatsapp file format android packag kit apk konon file nama undangan pemilu dpt ukuran file mb hasil penelusuran tim ai kementerian komunikasi informatika menemukan fakta inetdetikcom file undangan pemilu dpt penipuan pengamat keamanan siber vaksincom alfon tanujaya file dikirimkan pesan termyata apk pencuri data sm alfon file apk rupa tampilannya seakanakan beras komisi pemilihan kpu file apk pencuri sm aplikasi forward sm telegram filenya diinstal izin mengaks sm kali sm masuk diteruskan telegram penipu target utama penipu reken mbank pasalnya kebanyakan mbank mengirimkan kode one time password otp sm file apk mengambil alih akun whatsapp korban dipakai menyebarkan apk daftar kontak korban laporan harian isu disinformasi didentifikasi tim ai kementerian kominfo selasa,02-2024,13,1
diresmikan presiden kominfo targetkan pdn tunta agustu,Berita Kominfo,https://www.kominfo.go.id/content/detail/54630/akan-diresmikan-presiden-kominfo-targetkan-pdn-tuntas-agustus-2024/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-file-undangan-pemilu-daftar-pemilih-tetap-dpt_0.jpg,Erbi,bekasi kominfo kementerian komunikasi informatika menargetkan pembangunan pusat data nasion pdn tunta agustu plt direktur layanan aplikasi informatika pemerintahan direktorat jender aplikasi informatika kementerian kominfo ari kurniawan pdn diresmikan presiden joko widodo mendekati angka persen ya insyaallah agustu resmikan rencananya presiden joko widodo meresmikan salah tonggak kali pusat data terintegrasi cikarang bekasi jawa barat selasa percepatan pembangunan pdn metod design suplay instal desain disetujui paralel prose mengikuti mengejar menjaga kualita pekerjaan perkirakan tanggal agustu gedung selesai dibangun kondisi arsitek fasad interior selesai dilaksanakan area jalan parkir taman lanskap kelil gedung perangkat kelistrikan commiss test plt direktur ari kurniawan pdn greenland intern industri centr deltama cikarang lua m proyek pinjaman pemerintah peranc total nilai eur rp triliun pengerjaan oktob pdn cikarang dibangun kapasita prosesor core memori terabyt storag petabyt mechan electr mega watt kesempatan operasi optim plt direktur laip ditjen aptika kementerian kominfo bekasi kementerian kominfo merencanakan pembangunan pdn batam kota nusantara,02-2024,13,1
cincin perusak kerta suara pemilu,Berita Kominfo,https://www.kominfo.go.id/content/detail/54617/cincin-perusak-kertas-suara-pemilu-2024-itu-hoaks/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-selesai-agustus-pembangunan-pdn-cikarang-PeyHS-1.jpeg,doni003,jakarta pusat kominfo beredar konten unggahan gambar perbincangan warga net jejar media sosial konon gambar cincin berujung tajam disertai informasi mengklaim cincin dipersiapkan petuga kelompok penyelenggara pemungutan suara kpp merusak surat suara pemilihan pemilu serentak hasil penelusuran tim ai kementeriaan komunikasi informatika menemukan fakta gambar beredar pemilu beredar menjelang pemilu faktanya ditemukan bukti cincin khusu berujung lancip tajam merusak kotak suara laporan masyarakat terkait cincin berujung tajam cincin salah alat diwaspadai merusak kerta suara jam tangan kuku jari laporan harian isu disinformasi misinformasi diidentifikasi tim ai kementerian kominfo senin,02-2024,13,1
informasi tenggat penguruan str seumur hidup,Berita Kominfo,https://www.kominfo.go.id/content/detail/54589/awas-hoaks-informasi-tenggat-penguruan-str-seumur-hidup/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-cincin-lancip-perusak-lembar-pemungutan-suara-pemilu-2024_0.jpg,srii003,jakarta pusat kominfo beredar pesan berantai aplikasi pesan instan whatsapp berisi bata pengurusan surat tanda registrasi str seumur hidup tenaga medi name tenaga kesehatan nake tanggal februari pesan tercantum syaratsyarat dipenuhi pengurusan str seumur hidup hasil penelusuran tim ai kementerian komunikasi informatika menemukan fakta turnbackhoaxid ppkemkesgoid klaim terkait pengurusan str seumur hidup name nake tanggal februari faktanya pengurusan str seumur hidup name nake batasan penerbitan str seumur hidup name nake portal satusehat surat edaran menteri kesehatan nomor hkmenk penyelenggaraan registrasi perizinan tenaga medi tenaga kesehatan pasca terbitnya undangundang nomor kesehatan laporan harian isu disinformasi didentifikasi tim ai kementerian kominfo minggu,02-2024,13,1
fasilita sulih bahasa isyarat kominfo bantu teman tuli ikuti debat capr,Berita Kominfo,https://www.kominfo.go.id/content/detail/54586/fasilitas-sulih-bahasa-isyarat-dari-kominfo-bantu-teman-tuli-ikuti-debat-capres-2024/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-batas-waktu-pengurusan-str-seumur-hidup-sebelum-1-februari-2024_0.jpg,doni003,jakarta pusat kominfo penyandang disabilita tuna rungu teman tuli mengapresiasi kementerian komunikasi informatika memfasilitasi kegiatan sulih bahasa isyarat debat calon presiden capr wakil presiden cawapr pemilihan pemilu debat debat pamungka capr minggu penguru pusat bahasa isyarat indonesia pusbisindo kesumo yoga prawira fasilita bermanfaat temanteman tuli menyaksikan debat capr cawapr pemilu ditampilkan televisi nasion kolom juru bahasa isyarat fasilita juru bahasa isyarat lengkap teksnya kesumo yoga prawira menyaksikan debat pilpr ruang rapat maladi kominfo jakarta pusat minggu fasilita teman teman tuli menyaksikan debat capr cawapr memahami dibaha dipaparkan pasangan calon menambah wawasan temanteman tuli terkait istilahistilah sulit dipahami pemandu acara mc diperjela tek ditampilkan istilahistilah diterima temanteman tuli informasi tambahan kesumo yoga fasilita diharapkan berhenti program debat capr cawapr programprogram bermanfaat teman teman tuli halnya capr cawapr diundang komisi pemberantasan korupsi kpk teman tuli maksud capr cawapr kpk informasi kesumo yoga direktur jender informasi komunikasi publik kementerian kominfo usman kansong fasilita kegiatan sulih bahasa isyarat debat capr cawapr pemilu salah upaya mewujudkan pemilu inklusif terpent upaya informasi terkait visi misi paslon pemimpin bangsa dijangkau kalangan inklusif temanteman disabilita pemahaman utuh pendidikan politik debat menentukan pilihannya pencoblosan pemerintah warga negara memiliki kesempatan setara berpartisipasi pemilihan politik pemilu mencakup pengakuan perlindungan hakhak politik warga negara memandang jeni kelamin usia disabilita etni agama latar sosial ekonomi memenuhi persyaratan pemilu terselenggara inklusif ramah temanteman disabilita dirjen ikp kementerian kominfo kegiatan sulih bahasa debat capr cawapr digelar kementerian kominfo penguru pusat gerakan kesejahteraan tuna rungu indonesia gerkatin khusu aksi rangka pemenuhan hak penyandang disabilita tuli fasilita aks informasi acara debat capr cawapr gpr tv kemenkominfo fasilita penyediaan ruangan produksi peralatan live stream fasilita pendukung gpr tv pendampingan produksi siaran ramah disabilita kotak sulih suara tekssubtitl live stream,02-2024,13,1
dukung pemilu inklusif kominfo fasilitasi sulih bahasa isyarat debat capr cawapr,Berita Kominfo,https://www.kominfo.go.id/content/detail/54583/dukung-pemilu-2024-inklusif-kominfo-fasilitasi-sulih-bahasa-isyarat-debat-capres-dan-cawapres/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-dirjen-ikp-usman-kansong.jpeg,srii003,jakarta pusat kominfo kementerian komunikasi informatika memfasilitasi sulih bahasa isyarat debat calon presiden capr calon wakil presiden cawapr pemilihan pemilu langkah salah upaya mewujudkan pemilu inklusif terpent upaya informasi terkait visi misi paslon pemimpin bangsa dijangkau kalangan inklusif temanteman disabilita pemahaman utuh pendidikan politik debat menentukan pilihannya pencoblosan direktur jender informasi komunikasi publik kementerian kominfo usman kansong jakarta pusat minggu pemerintah warga negara memiliki kesempatan setara berpartisipasi pemilihan politik pemilu mencakup pengakuan perlindungan hakhak politik warga negara memandang jeni kelamin usia disabilita etni agama latar sosial ekonomi memenuhi persyaratan pemilu terselenggara inklusif ramah temanteman disabilita dirjen usman kansong kegiatan sulih bahasa debat capr cawapr digelar kementerian kominfo penguru pusat gerakan kesejahteraan tuna rungu indonesia gerkatin khusu aksi rangka pemenuhan hak penyandang disabilita tuli fasilita aks informasi acara debat capr cawapr ditjen ikp kementerian kominfo gpr tv menyediakan ruangan peralatan live stream fasilita pendukung kegiatan sulih bahasa debat capr cawapr januari rencana debat digelar minggu februari kegiatan digelar ketua pusat bahasa isyarat indonesia pusbisindo laura lesmana wijaya mengapresiasi kementerian kominfo memfasilitasi kegiatan salah langkah nyata pemerintah mendorong keterlibatan kalangan berpartisipasi membangun bangsa harapan kerja dijadikan tuga negara permanen model aks informasi daerahdaerah menggandeng melibatkan komunita dihubungi sabtu kegiatan sulih bahasa debat capr cawapr laura diselenggarakan kementerian kominfo gerkatin mitra pusbisindo mitra kuat memiliki tujuan aks penuh adil inklusif temanteman tuli menggandeng kominfo aks fasilita komunikasi informasi kualita laura,02-2024,14,1
kontak ponsel pln kota depok,Berita Kominfo,https://www.kominfo.go.id/content/detail/54567/kontak-ponsel-pln-kota-depok-awas-hoaks/0/berita_satker,https://web.kominfo.go.id/sites/default/files/kominfo-dirjen-ikp-usman-kansong.jpeg,doni003,jakarta pusat kominfo beredar nomor telepon mengatasnamakan kantor perusahaan listrik negara pln kota depok provinsi jawa barat konon nomor informasi googl map kantor pln depok kota hasil penelusuran tim ai kementerian komunikasi informatika menemukan fakta nomor beredar nomor kantor pln kota depok terindikasi penipuan pln unit induk distribusi jawa barat akun twitter resminya plnjabar mengklarifikasi nomor googl map kantor pln kota depok palsu layanan resmi pln diaks aplikasi pln mobil contact center kantor layanan pln nomor pribadi pln jabar mengimbau masyarakat berhatihati nomor palsu mengatasnamakan kantor pln kota depok provinsi jawa barat laporan harian isu disinformasi misinformasi diidentifikasi tim ai kementerian kominfo sabtu,02-2024,14,1
