Title,Category,Url,Image,Author,Description,Date,Page,label
gunung merapi alami letusan kilomet,Hoaks,https://www.kominfo.go.id/content/detail/56713/hoaks-gunung-merapi-alami-letusan-hingga-30-kilometer/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-gunung-merapi-letusan-radius-30-kilometer.jpg,Viska,beredar video platform youtub mengunggah video letusan gunung merapi menyebabkan semburan abu vulkanik radiu kilomet mei faktanya dilansir turnbackhoaxid video membaca ulang artikel harianjogjacom berjudul sebaran abu erupsi gunung merapi mencapai radiu kilomet diunggah tanggal januari artikel menginformasikan semburan abu vulkanik mencapai radiu kilomet erupsi gunung merapi menyebabkan guguran awan pana semburan abu vulkanik radiu kilomet kejadian menyebabkan awan pana guguran erupsi gunung merapi mengarah arah timur menyebabkan wilayah terdampak wilayah boyolali klaten,05-2024,25,0
akun whatsapp mengatasnamakan dina pariwisata provinsi kalimantan selatan,Hoaks,https://www.kominfo.go.id/content/detail/56712/hoaks-akun-whatsapp-mengatasnamakan-dinas-pariwisata-provinsi-kalimantan-selatan/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-gunung-merapi-letusan-radius-30-kilometer.jpg,Viska,beredar tangkapan layar akun whatsapp mencatutkan nama instansi dina pariwisata dispar provinsi kalimantan selatan kalsel akun mengirimi pesan whatsapp pengelola pariwisata tujuan kegiatan destinasi wisata daerah pelaku mengaku transfer uang kelebihan uang transfer dikembalikan kelebihan uang faktanya akun whatsapp beredar modu penipuan dilansir diskominfomckalselprovgoid pelaksana harian plh kepala dispar provinsi kalsel muhammad noor klarifikasi dispar kalsel uang sedikitpun kelompok sadar wisata pokdarwi melaksanakan audiensi kegiatan dina pariwisata memiliki dana tersendiri disiapkan setahun pelaksanaan kegiatan muhammad noor mengimbau jajaran pokdarwi daerah menggubri konfirmasi kejadian mengatasnamakan dispar kalsel,05-2024,25,0
anwar usman disingkirkan terbukti menangkan prabowo gibran,Hoaks,https://www.kominfo.go.id/content/detail/56694/hoaks-anwar-usman-disingkirkan-usai-terbukti-menangkan-prabowo-gibran/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-akun-whatsapp-dinas-pariwisata-kalimantan-selatan.jpg,adhi004,beredar unggahan video kanal youtub mengeklaim mantan ketua mahkamah konstitusi mk anwar usman disingkirkan terbukti memenangkan pasangan prabowo subiantogibran rakabum raka faktanya klaim video dilansir turnbackhoaxid video berisi cuplikan peristiwa berbeda berkaitan video narasi membaha anwar usman dilaporkan maje kehormatan mahkamah konstitusi mkmk dugaan pelanggaran kode etik narasi bersumb artikel kompascom berjudul anwar usman dilaporkan mkmk diduga sewa pengacara sengketa pileg lawan mk ptun dimuat mei,05-2024,25,0
akun whatsapp mengatasnamakan anggota dewan komision ojk,Hoaks,https://www.kominfo.go.id/content/detail/56693/hoaks-akun-whatsapp-mengatasnamakan-anggota-dewan-komisioner-ojk/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-anwar-usman-disingkirkan-usai-terbukti-menangkan-prabowo-gibran.jpg,adhi004,beredar akun whatsapp mengatasnamakan anggota dewan komision otorita jasa keuangan ojk friderica widyasari dewi akun nomor faktanya akun whatsapp beredar dilansir ojkgoid nomor penipuan uang menyalahgunakan identita anggota dewan komision ojk friderica widyasari dewi masyarakat diimbau berhatihati menemukan mengonfirmasi kebenarannya nomor telepon whatsapp email konsumenojkgoid,05-2024,25,0
akun facebook mengatasnamakan pj bupati lampung barat dr nukman mm,Hoaks,https://www.kominfo.go.id/content/detail/56692/hoaks-akun-facebook-mengatasnamakan-pj-bupati-lampung-barat-drs-nukman-mm/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-akun-whatsapp-mengatasnamakan-anggota-dewan-komisioner-ojk.jpg,adhi004,beredar akun facebook memasang nama foto profil penjabat pj bupati kabupaten lampung barat dr nukman mm akun facebook nama dr nukman mengirimkan pesan salah aparatur sipil negara asn golongan menawarkan kenaikan jabatan faktanya dikutip turnbackhoaxid akun facebook beredar akun milik pj bupati kabupaten lampung barat dr nukman mm nukman orang melapor korban akun mengatasnamakan dilansir medialampungdiswayid nukman mengimbau masyarakat berhatihati cek kebenaran informasi menemukan langsung melapor sm center pemkab lambar,05-2024,25,0
prabowo subianto mengamuk sri mulyani beberkan korupsinya,Hoaks,https://www.kominfo.go.id/content/detail/56691/hoaks-prabowo-subianto-mengamuk-usai-sri-mulyani-beberkan-kasus-korupsinya/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-prabowo-subianto-mengamuk-usai-sri-mulyani-beberkan-kasus-korupsinya.jpg,adhi004,beredar unggahan media sosial facebook mengklaim menteri pertahanan prabowo subianto mengamuk menteri keuangan sri mulyani membeberkan korupsinya unggahan beredar mei faktanya klaim unggahan dilansir kompascom gambar thumbnail video ditelusuri teknik revers imag search hasilnya gambar identik laman kompascom gambar aslinya pria ditenangkan orang prabowo anggota dewan perwakilan daerah dpd maluku utara basri samarra interupsi sidang paripurna gedung senayan jakarta april disimak tunta ditemukan informasi valid prabowo mengamuk sri mulyani membeberkan korupsinya narat video membacakan artikel laman sewordcom berjudul prabowo tahan berbulu domba dilepa beringa berkuasa artikel memuat opini menyebut prabowo bernafsu berkuasa opini indonesia hancur dipimpin prabowo,05-2024,26,0
provinsi nusa tenggara barat dihantam ombak meter mei,Hoaks,https://www.kominfo.go.id/content/detail/56690/hoaks-provinsi-nusa-tenggara-barat-dihantam-ombak-setinggi-125-meter-pada-20-mei-2024/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-prabowo-subianto-mengamuk-usai-sri-mulyani-beberkan-kasus-korupsinya.jpg,adhi004,beredar unggahan platform youtub klaim provinsi nusa tenggara barat ntb dihantam ombak meter mei dilansir turnbackhoaxid isi video berisi peringatan badan meteorolog klimatolog geofisika bmkg potensi gelombang meter perairan ntb kick news prakirawan bmkg ntb aprilia mustika mengimbau nelayan waspada potensi gelombang meter masyarakat beraktivita pesisir pantai wilayah ntb diimbau berhatihati dampak gelombang,05-2024,26,0
tautan pendaftaran undian pengguna livin by mandiri,Hoaks,https://www.kominfo.go.id/content/detail/56689/hoaks-tautan-pendaftaran-undian-untuk-pengguna-livin-by-mandiri/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-provinsi-nusa-tenggara-barat-dihantam-ombak-setinggi-12-5-meter-pada-20-mei-2024.jpg,adhi004,beredar unggahan media sosial facebook berisi konten undian berhadiah memiliki akun mbank ebank livin by mandiri unggahan menyertakan tautan diklaim mendaftarkan dilansir turnbackhoaxid link unggahan diarahkan situ httpsambilkupondotcomsgdotmydotid situ situ resmi milik bank mandiri situ resmi milik bank mandiri bankmandiricoid situ resmi ditemukan informasi undian pengguna layanan livin by mandiri akun facebook asli milik bank mandiri terverifikasi ditemukan informasi apapun gebyar undian,05-2024,26,0
akun whatsapp mengatasnamakan plh bupati probolinggo heri sulistyanto,Hoaks,https://www.kominfo.go.id/content/detail/56688/hoaks-akun-whatsapp-mengatasnamakan-plh-bupati-probolinggo-heri-sulistyanto/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-tautan-pendaftaran-undian-untuk-pengguna-livin-by-mandiri.jpg,adhi004,beredar akun whatsapp mengatasnamakan pelaksana harian plh bupati probolinggo heri sulistyanto akun nama foto profil heri sulistyanto mengirim pesan swasta bertujuan meminjam uang keperluan badan pengawasan keuangan pembangunan bpkp faktanya akun whatsapp beredar penipuan dilansir jatimtribunnewscom heri sulistyanto mengklarifikasi nomor beredar miliknya heri mengimbau masyarakat merespon nomor penipuan mengatasnamakan,05-2024,26,0
rekaman suara sri mulyani memarahi pegawai bea cukai,Hoaks,https://www.kominfo.go.id/content/detail/56663/hoaks-rekaman-suara-sri-mulyani-memarahi-pegawai-bea-cukai/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-akun-whatsapp-mengatasnamakan-plh-bupati-probolinggo-heri-sulistyanto.jpg,Viska,beredar unggahan video media sosial xtwitter menampilkan rekaman suara diklaim suara menteri keuangan sri mulyani memarahi petuga bea cukai dikaitkan viralnya tenaga kerja wanita tkw mengirimkan celana hongkong dikenai bea cukai faktanya suara video suara sri mulyani dilansir antaranewscom berdasarkan hasil penelusuran rekaman suara unggahan video youtub yuni tkw hong kongcurhatan bmi berjudul bea cukai surabayaharga celana hkd kena pajak ribu kantor juandapiy to iki video yuni mengeluhkan kekesalannya direktorat jender bea cukai djbc banyuwangi memb barang seharga rp hongkong dikirimkan indonesia dikenakan pajak bea masuk rp staf khusu menteri keuangan yustinu prastowo permasalahan diselesaikan bea cukai juanda pt po indonesia berkomunikasi yuni penerima barang,05-2024,26,0
puluhan rumah kabupaten magetan tertimbun longsor,Hoaks,https://www.kominfo.go.id/content/detail/56662/hoaks-puluhan-rumah-di-kabupaten-magetan-tertimbun-longsor/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-puluhan-rumah-kabupaten-magetan-tertimbun-longsor.jpg,Viska,beredar video platform youtub peristiwa bencana alam video disertai narasi mengeklaim bencana tanah longsor menerjang menimbun puluhan rumah kabupaten magetan faktanya klaim bencana tanah longsor menerjang menimbun puluhan rumah kabup magetan dikutip turnbackhoaxid narat video membaca ulang artikel milik metro tv news berjudul jalan utama tertutup longsor tebe meter video narat puluhan rumah tertimbun longsor diklaim judul thumbnail unggahan,05-2024,27,0
bantuan dana rp juta mengatasnamakan kerajaan arab saudi,Hoaks,https://www.kominfo.go.id/content/detail/56661/hoaks-bantuan-dana-rp250-juta-mengatasnamakan-kerajaan-arab-saudi/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-puluhan-rumah-kabupaten-magetan-tertimbun-longsor.jpg,Viska,beredar unggahan media sosial facebook mengklaim terkait informasi bantuan dana rp juta kerajaan arab saudi masyarakat indonesia unggahan beredar tanggal mei faktanya klaim postingan ditelusuri kompascom klaim ditemukan situ resmi kedutaan kerajaan arab saudi indonesia akun media sosial resmi kerajaan arab saudi nomor telepon dicantumkan unggahan facebook nomor resmi kedutaan kerajaan arab saudi indonesia diperiksa aplikasi getcontact keterangan apapun nomor dicantumkan nomor disimpan muncul keterangan nama sesuai nama disimpan nomor disimpan potensi nomor penipuan modu pencurian data pribadi phish,05-2024,27,0
tautan pendaftaran gebyar undian berhadiah bank kalsel nasabah mbank,Hoaks,https://www.kominfo.go.id/content/detail/56660/hoaks-tautan-pendaftaran-gebyar-undian-berhadiah-bank-kalsel-bagi-semua-nasabah-yang-sudah-menggunakan-m-banking/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-bantuan-dana-250-juta-kerajaan-arab-saudi.jpg,Viska,beredar unggahan facebook informasi bank kalsel mengadakan gebyar undian berhadiah nasabah mendaftar mobil bank postingan nasabah diarahkan mendaftar tautan formgebyaronlin tautan mengarah formulir datadata nama lengkap nomor reken nomor handphon pin atm nasabah kode otp dikirim layanan bank kalsel faktanya dilansir liputancom instagram resmi bankkalsel menghimbau masyarakat berhatihati penipuan mengatasnamakan bank kalsel korban penipuan modu mengatasnamakan perusahaan bank ternama pemberian data formulir aks akun perbankan penipu mencuri uang nasabah,05-2024,27,0
pinjaman onlin mengatasnamakan bank bca,Hoaks,https://www.kominfo.go.id/content/detail/56659/hoaks-pinjaman-online-mengatasnamakan-bank-bca/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-tautan-pendaftaran-gebyar-undian-berhadiah-bank-kalsel-nasabah-mbanking.jpg,Viska,beredar unggahan media sosial facebook penawaran pinjaman onlin mengatasnamakan bca bank central asia unggahan disertai nomin bunga pinjaman perbulannya faktanya dilansir tirtoid terkait unggahan facebook menawarkan pinjaman onlin bermod brosur akun pengunggah terdaftar akun resmi bank bca akun resmi bca facebook memiliki centang biru nama goodlif bca xpresi bca bank bca kartu kredit bca unggahan beras akun resmi bca nomor whatsapp tertera kontak terdaftar resmi situ bca,05-2024,27,0
tsunami maluku mei,Hoaks,https://www.kominfo.go.id/content/detail/56613/hoaks-tsunami-di-maluku-pada-17-mei-2024/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-pinjaman-online-bank-bca.jpg,adhi004,beredar video platform youtub mei berisi narasi mengeklaim tsunami pulau maluku faktanya klaim bencana tsunami pulau maluku dilansir turnbackhoaxid video berisi peringatan balai pengelola transportasi darat bptd potensi cuaca ekstrem hujan lebat angin kencang badai petir dilansir tribun ambon bptd kela ii provinsi maluku mengimbau masyarakat waspada cuaca ekstrem kondisi gelombang dilaporkan relatif masyarakat beraktivita pesisir pelaut diimbau memantau perkembangan cuaca sumber resmi badan meteorolog klimatolog geofisika bmkg stasiun meteorolog maritim ambon,05-2024,27,0
gaji pn dihentikan,Hoaks,https://www.kominfo.go.id/content/detail/56612/hoaks-gaji-ke-13-pns-akan-dihentikan/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-gaji-ke-13-pns-akan-dihentikan.jpg,adhi004,beredar unggahan media sosial facebook narasi mengeklaim gaji pegawai negeri sipil pn dihentikan dilansir kompascom narasi berdasarkan peraturan pemerintah pp nomor pemerintah tunjangan raya thr gaji aparatur negara pensiunan penerima pensiun penerima tunjangan merujuk peraturan golongan pegawai negeri sipil pn menerima gaji pn cuti pn tuga negeri dikutip laman kementerian keuangan djpbkemenkeugoid penyaluran gaji dilaksanakan juni anggaran teralokasi apbn apbd anggaran,05-2024,28,0
presiden jokowi bagikan bantuan masyarakat usia,Hoaks,https://www.kominfo.go.id/content/detail/56611/hoaks-presiden-jokowi-bagikan-bantuan-untuk-masyarakat-usia-45-60-tahun/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-gaji-ke-13-pns-akan-dihentikan.jpg,adhi004,beredar potongan video presiden joko widodo jokowi media sosial facebook disertai klaim presiden jokowi membagikan bantuan masyarakat usia mendaftar platform whatsapp narasi bantuan dikhususkan memiliki reken bca bni bri mandiri dilansir liputancom klaim presiden jokowi membagikan bantuan masyarakat usia berdasarkan hasil penelusuran video dijadikan bahan klaim potongan video sambutan presiden jokowi meresmikan muna asosiasi pemerintah kota indonesia apeksi jumat desemb sambutannya presiden jokowi mendorong pengembangan wilayah potensi menyebut terkait pemberian bantuan klaim beredar,05-2024,28,0
inul daratista gelar giveaway kui tebak daerah asalnya,Hoaks,https://www.kominfo.go.id/content/detail/56610/hoaks-inul-daratista-gelar-giveaway-dengan-kuis-tebak-daerah-asalnya/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-presiden-jokowi-bagikan-bantuan-untuk-masyarakat-usia-45-60-tahun.jpg,adhi004,beredar akun facebook mengatasnamakan penyanyi dangdut terken inul daratista membagikan unggahan berisi giveaway narasi tebak nama kota bunda tebak bunda pilih pemenang giveaway faktanya klaim unggahan dilansir turnbackhoaxid akun akun resmi milik inul diperhatikan nama akun inul daratista surprai cek facebook nama akun asli milik inul inul daratista akun facebook resmi milik inul daratista ditemukan unggahan giveaway apapun disebarkan akun tiruan,05-2024,28,0
jusuf hamka juta khusu nasabah bri bni bca mandiri,Hoaks,https://www.kominfo.go.id/content/detail/56609/hoaks-jusuf-hamka-berikan-20-juta-khusus-nasabah-bri-bni-bca-dan-mandiri/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-inul-daratista-gelar-giveaway-dengan-kuis-tebak-daerah-asalnya.jpg,adhi004,beredar unggahan media sosial facebook mengatasnamakan pengusaha ternama jusuf hamka membagikan unggahan uang rp juta khusu menabung bri bni bca bank mandiri faktanya akun instagram resminya jusufhamka jusuf hamka unggahan maret akun media sosial jusuf hamka jusufhamka instagram mohjusufhamkaoffici tiktok unggahan akun instagramnya memperingatkan warganet berhatihati penipuan akun sosial media mengatasnamakan,05-2024,28,0
akun whatsapp mengatasnamakan gubernur sumatera barat,Hoaks,https://www.kominfo.go.id/content/detail/56608/hoaks-akun-whatsapp-mengatasnamakan-gubernur-sumatera-barat/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-jusuf-hamka-berikan-20-juta-khusus-nasabah-bri-bni-bca-dan-mandiri.jpg,adhi004,beredar akun whatsapp mengatasnamakan gubernur sumatera barat mahyeldi ansharullah akun nomor faktanya akun whatsapp beredar dilansir minangsatucom nomor milik gubernur sumatera barat mahyeldi masyarakat ditanggapi permintaan wajar masyarakat diimbau berhatihati penipuan melaporkan menemukan,05-2024,28,0
nama pengganti pj kabupaten provinsi sulawesi tenggara,Hoaks,https://www.kominfo.go.id/content/detail/56607/hoaks-empat-nama-pengganti-pj-kabupaten-di-provinsi-sulawesi-tenggara/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-empat-nama-pengganti-pj-kabupaten-di-provinsi-sulawesi-tenggara.jpg,adhi004,beredar pesan berantai whatsapp berisi informasi pengganti penjabat pj kabupaten provinsi sulawesi tenggara sultra kabupaten kabupaten buton kabupaten buton kabupaten kolaka utara kabupaten buton selatan faktanya informasi pesan whatsapp dilansir sultratribunnewscom kepala biro pemerintahan otonomi daerah sekretariat daerah pemerintah provinsi pemprov sultra muliadi informasi muliadi pemprov mengajukan namanama pj bupati daerah namanama usulkan pembahasan kewenangan kementerian negeri kemendagri,05-2024,29,0
banjir sungai mahakam berdampak ikn,Hoaks,https://www.kominfo.go.id/content/detail/56598/hoaks-banjir-sungai-mahakam-berdampak-ke-ikn/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-empat-nama-pengganti-pj-kabupaten-di-provinsi-sulawesi-tenggara.jpg,mth,faktanya klaim banjir luapan sungai mahakam berdampak ikn dilansir kaltengantaranewscom penjabat pj gubernur kalimantan timur akmal malik kabar beredar tiktok akmal malik jarak sungai mahakam titik terdekat ikn kilomet luapannya menyentuh kawasan kota nusantara kikn luapan banjir sungai mahakam siklu tahunan berdampak kota samarinda kabupaten kutai barat kabupaten kutai kartanegara kabupaten mahakam ulu pemerintah antisipasi banjir terkendali sistem penanganan bencana terpadu mencegah bencana kategori link counter httpskaltengantaranewscomberitahoaksbanjirluapansungaimahakamberdampakkeikn httpsjabarantaranewscomberitainformasibanjirluapansungaimahakamberdampakkeiknadalahhoak,05-2024,29,0
presiden jokowi diadili pbb ijazah palsu,Hoaks,https://www.kominfo.go.id/content/detail/56592/hoaks-presiden-jokowi-akan-segera-diadili-pbb-karena-ijazah-palsu/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-hoaks-misinformasi-disinformasi-banjir-mahakam-berdampak-IKN.jpg,Viska,dilansir turnbackhoaxid narasi ijazah palsu milik presiden jokowi dibantah terkait diula media cek fakta terkait narasi pbb mengadili presiden jokowi klaim keliru faktanya pbb memiliki kewenangan menggelar pengadilan kepala negara negaranegara dunia tuga mengadili tuga dipros mahkamah internasion itupun konflikkonflik internasion melibatkan negaranegara dunia,05-2024,29,0
prabowo subianto akui jual negara perintah presiden joko widodo,Hoaks,https://www.kominfo.go.id/content/detail/56591/hoaks-prabowo-subianto-akui-boleh-jual-negara-atas-perintah-presiden-joko-widodo/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-presiden-jokowi-segera-diadili-pbb-ijazah-palsu.jpg,Viska,faktanya klaim prabowo subianto akui jual negara perintah presiden jokowi dilansir turnbackhoaxid video hasil manipulasi gambar digabung video ditampilkan menyajikan cuplikan video berbeda mendukung klaim narasi dilansir kompascom prabowo subianto membacakan sajak berjudul santun sajak prabowo subianto menyindir pesaingnya pemilihan pemilu video diambil partai gerindra kampany akbar stadion utama gelora karno kota jakarta pusat,05-2024,29,0
prabowo subianto gibran rakabum raka batal dilantik mpr,Hoaks,https://www.kominfo.go.id/content/detail/56590/hoaks-prabowo-subianto-dan-gibran-rakabuming-raka-batal-dilantik-oleh-mpr/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-prabowo-subianto-akui-boleh-jual-negara-perintah-jokowi.jpg,Viska,faktanya klaim unggahan video dilansir kompascom ketua mpr bambang soesatyo pelantikan presiden wakil presiden terpilih sulit dijeg tahapan pemilihan pemilu selesai mahkamah konstitusi mk mengukuhkan kemenangan prabowo subiantogibran rakabum raka presiden wakil presiden terpilih menonton isi video informasi kredibel prabowo subiantogibran rakabum raka batal dilantik mpr,05-2024,29,0
harimau mati tertabrak kendaraan tol pekanbarudumai,Hoaks,https://www.kominfo.go.id/content/detail/56589/hoaks-harimau-mati-tertabrak-kendaraan-di-tol-pekanbaru-dumai/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-harimau-mati-tertabrak-jalan-tol-pekanbaru-dumai.jpg,Viska,faktanya klaim seekor harimau mati tertabrak kendaraan jalan tol permai dilansir laman mediacenterriaugoid branch manag tol permai jarot seno wibawa kejadian seekor harimau tertabrak kendaraan tol permai mengecek titik koordinat pemberitaan hasilnya video berdurasi detik lebuhraya pantai timur lpt kilomet arah kuala lumpur malaysia,05-2024,30,0
akun whatsapp mengatasnamakan pegawai perumda air minum tirta taman sari kota madiun,Hoaks,https://www.kominfo.go.id/content/detail/56588/hoaks-akun-whatsapp-mengatasnamakan-pegawai-perumda-air-minum-tirta-taman-sari-kota-madiun/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-harimau-mati-tertabrak-jalan-tol-pekanbaru-dumai.jpg,Viska,faktanya akun whatsapp beredar modu penipuan dilansir akun instagram resmi pemkotmadiun nomor penipuan menyalahgunakan identita pegawai perumda kota madiun masyarakat diimbau berhatihati menemukan mengonfirmasi kebenarannya terkait,05-2024,30,0
mobil presiden jokowi dihadang massa jokowi mundur,Hoaks,https://www.kominfo.go.id/content/detail/56587/hoaks-mobil-presiden-jokowi-dihadang-massa-minta-jokowi-mundur/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-akun-whatsapp-pegawai-perumda-air-minum-tirta-taman-sari-madiun.jpg,Viska,faktanya klaim mobil presiden jokowi dihadang massa mundur jabatannya dilansir turnbackhoaxid video berisi ucapan peristiwa berbeda berkaitan narasi video bersumb sewordcom judul pemimpin jahat prof mahfud md termuat tanggal agustu,05-2024,30,0
vaksin covid kali meruntuhkan sistem kekebalan tubuh,Hoaks,https://www.kominfo.go.id/content/detail/56575/hoaks-mendapat-vaksin-covid-19-sebanyak-empat-kali-akan-meruntuhkan-sistem-kekebalan-tubuh/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-mobil-presiden-jokowi-dihadang-massa-minta-jokowi-mundur.jpg,adhi004,beredar unggahan media sosial berisi narasi mengeklaim vaksinasi covid kali meruntuhkan sistem kekebalan tubuh faktanya dilansir kompascom klaim vaskin covid kali meruntuhkan sistem kekebalan tubuh keliru badan pengawasan obat makan bpom kementerian kesehatan resmi merekomendasikan vaksin booster vaksin dosi keempat covid mencegah kenaikan akibat ancaman varian data imunogenisita hasil pengamatan uji klinik vaksin booster membantu meningkatkan titer antibodi memperpanjang perlindungan,05-2024,30,0
undian berhadiah motor rangka ulang yamaha,Hoaks,https://www.kominfo.go.id/content/detail/56573/hoaks-undian-berhadiah-30-motor-dalam-rangka-ulang-tahun-yamaha/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-mendapat-vaksin-covid-19-sebanyak-empat-kali-akan-meruntuhkan-sistem-kekebalan-tubuh.jpg,adhi004,beredar unggahan media sosial facebook penawaran undian berhadiah unit motor rangka ulang yamaha keterangannya pengguna mengikuti undian membala unggahan lambat mei faktanya postingan penawaran undian berhadiah unit motor rangka ulang yamaha dilansir kompascom akun facebook menyebarkan informasi terkait undian berhadiah akun resmi yamaha motor indonesia akun media sosial situ resmi yamaha motor indonesia informasi terkait undian berhadiah motor,05-2024,30,0
minum air dingin gelombang pana memicu penyakit stroke,Hoaks,https://www.kominfo.go.id/content/detail/56572/hoaks-minum-air-dingin-saat-gelombang-panas-dapat-memicu-penyakit-stroke/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-minum-air-dingin-saat-gelombang-panas-dapat-memicu-penyakit-stroke.jpg,adhi004,beredar unggahan media sosial facebook mengeklaim penyakit stroke dipicu minum air dingin gelombang pana melanda indonesia unggahan dilengkapi narasi indonesia terkena gelombang pana suhu derajat disarankan minum air dingin menyebabkan penyakit stroke faktanya klaim unggahan dilansir liputancom dr muhammad fajri addai bukti ilmiah penyakit stroke disebabkan suhu pana meminum air dingin minum air dingin diperbolehkan menstabilkan suhu pana cuaca pana minum air pana pana tubuh kepala badan meteorolog klimatolog geofisika bmkg dwikorita karnawati berdasarkan karakteristik indik statistik pengamatan suhu fenomena cuaca pana indonesia gelombang pana heatwav,05-2024,31,0
akun facebook mengatasnamakan kapolr klaten,Hoaks,https://www.kominfo.go.id/content/detail/56571/hoaks-akun-facebook-mengatasnamakan-kapolres-klaten/0/laporan_isu_hoaks,https://web.kominfo.go.id/sites/default/files/kominfo-cekhoaks-hoaks-disinformasi-misinformasi-minum-air-dingin-saat-gelombang-panas-dapat-memicu-penyakit-stroke.jpg,adhi004,beredar akun media sosial facebook mengatasnamakan kepala kepolisian resor kapolr klaten akbp warsono akun nama warsono foto profil warsono istri faktanya akun media sosial facebook modu penipuan dilansir detikcom akun facebook modu penipuan menyalahgunakan identita kapolr klaten huma polr klaten siswanto akun orang bertanggung dinyatakan palsu masyarakat diimbau berhatihati menemukan mengonfirmasi kebenarannya terkait,05-2024,31,0
